2026-03-04,11864164,Kempton,G,F,6,6,19601526,13.00,8,0.2,314364,257130
2026-03-04,11864164,Kempton,G,F,6,6,26823146,26.00,9,0.05,310386,135963
2026-03-04,11864164,Kempton,G,F,6,6,35713811,26.00,10,.5,305310,116136
2026-03-04,11864164,Kempton,G,F,6,6,30123261,11.00,11,1,313953,147654
2026-03-04,11864164,Kempton,G,F,6,6,40918906,67.00,12,3.25,309381,315
2026-03-04,11890229,Naas,I,H,0,19,39827326,4.50,1,0,266196,147078
2026-03-04,11890229,Naas,I,H,0,19,40095685,15.00,2,1.75,267792,86823
2026-03-04,11890229,Naas,I,H,0,19,40225808,17.00,3,0.3,305790,227025
2026-03-04,11890229,Naas,I,H,0,19,50402569,8.50,4,1.25,297033,176184
2026-03-04,11890229,Naas,I,H,0,19,46233635,6.00,5,7,305553,160524
2026-03-04,11890229,Naas,I,H,0,19,40786669,4.20,6,0.05,295554,343980
2026-03-04,11890229,Naas,I,H,0,19,30016042,13.00,7,9,301095,344160
2026-03-04,11890229,Naas,I,H,0,19,54842438,6.50,8,6.5,301101,48186
2026-03-04,11890229,Naas,I,H,0,19,33150012,21.00,9,0.05,273744,227025
2026-03-04,11890229,Naas,I,H,0,19,40646914,17.00,10,33,244242,74322
2026-03-04,11890229,Naas,I,H,0,19,41190156,29.00,11,18,303081,74304
2026-03-04,11861798,Catterick,G,N,5,15.5,61842053,17.00,1,0,247455,139968
2026-03-04,11861798,Catterick,G,N,5,15.5,59710819,5.50,2,3,257796,319932
2026-03-04,11861798,Catterick,G,N,5,15.5,58196642,2.50,3,.5,266721,187326
2026-03-04,11861798,Catterick,G,N,5,15.5,58196621,4.33,4,3.5,264069,167751
2026-03-04,11861798,Catterick,G,N,5,15.5,62202105,126.00,5,1.75,285654,169875
2026-03-04,11861798,Catterick,G,N,5,15.5,60343423,51.00,6,11,257538,95202
2026-03-04,11861798,Catterick,G,N,5,15.5,62101599,11.00,7,22,244227,2781
2026-03-04,11861798,Catterick,G,N,5,15.5,62202119,6.00,8,17,262509,6498
2026-03-04,11864190,Southwell,G,F,3,11,45759525,2.75,1,0,278418,125253
2026-03-04,11864190,Southwell,G,F,3,11,34665204,7.50,2,1,279633,372456
2026-03-04,11864190,Southwell,G,F,3,11,51988972,1.57,3,0.3,278184,140445
2026-03-04,11864190,Southwell,G,F,3,11,57686930,51.00,4,4,288531,91368
2026-03-04,11864190,Southwell,G,F,3,11,55916196,51.00,5,0.2,278322,65124
2026-03-04,11864190,Southwell,G,F,3,11,61489197,51.00,6,5.5,301131,291465
2026-03-04,11864190,Southwell,G,F,3,11,40941852,26.00,7,0.1,312036,360648
2026-03-04,11864190,Southwell,G,F,3,11,58196551,51.00,8,0.2,270729,369855
2026-03-04,11864190,Southwell,G,F,3,11,47898788,151.00,9,28,253623,128637
2026-03-04,11864190,Southwell,G,F,3,11,39719057,151.00,10,1.5,276828,128637
2026-03-04,11864190,Southwell,G,F,3,11,57406986,201.00,11,19,289227,51264
2026-03-04,11890216,Naas,I,H,0,22,49325878,13.00,1,0,308883,355860
2026-03-04,11890216,Naas,I,H,0,22,48019930,17.00,2,.75,297768,341361
2026-03-04,11890216,Naas,I,H,0,22,40095594,5.00,3,10,248040,49986
2026-03-04,11890216,Naas,I,H,0,22,34961787,8.50,4,9,307095,72585
2026-03-04,11890216,Naas,I,H,0,22,38203151,13.00,5,13,307062,246996
2026-03-04,11890216,Naas,I,H,0,22,52708971,11.00,6,.5,295554,341532
2026-03-04,11890216,Naas,I,H,0,22,39827025,9.00,7,2.5,266196,171756
2026-03-04,11890216,Naas,I,H,0,22,43097369,4.33,8,4.5,303180,373455
2026-03-04,11890216,Naas,I,H,0,22,33359977,6.00,9,16,247362,196911
2026-03-04,11890216,Naas,I,H,0,22,42073689,12.00,10,36,309894,74304
2026-03-04,11890216,Naas,I,H,0,22,50188537,29.00,PU,-,273744,190071
2026-03-04,11861785,Catterick,G,C,5,25,24480946,5.00,1,0,297618,322578
2026-03-04,11861785,Catterick,G,C,5,25,29622495,7.00,2,15,313176,97254
2026-03-04,11861785,Catterick,G,C,5,25,18212453,34.00,3,.5,291039,310320
2026-03-04,11861785,Catterick,G,C,5,25,29622068,12.00,4,4.25,314868,34578
2026-03-04,11861785,Catterick,G,C,5,25,20308169,8.00,BD,-,305583,75942
2026-03-04,11861785,Catterick,G,C,5,25,21100212,51.00,F,-,313368,381141
2026-03-04,11861785,Catterick,G,C,5,25,22625680,1.80,F,-,294576,355338
2026-03-04,11864177,Southwell,G,F,3,5,57845151,26.00,1,0,278466,81027
2026-03-04,11864177,Southwell,G,F,3,5,22250935,12.00,2,1.5,288531,91368
2026-03-04,11864177,Southwell,G,F,3,5,43062887,8.00,3,2.25,42996,205551
2026-03-04,11864177,Southwell,G,F,3,5,24494358,5.00,4,0.3,278184,143532
2026-03-04,11864177,Southwell,G,F,3,5,22897546,11.00,5,1.25,257346,93267
2026-03-04,11864177,Southwell,G,F,3,5,31996181,6.50,6,.5,275601,342657
2026-03-04,11864177,Southwell,G,F,3,5,36179283,5.50,7,.5,270309,202725
2026-03-04,11864177,Southwell,G,F,3,5,33875576,10.00,8,1,283989,354483
2026-03-04,11864177,Southwell,G,F,3,5,35446474,6.50,9,2.25,307578,202725
2026-03-04,11864177,Southwell,G,F,3,5,21342433,13.00,10,5.5,278322,230652
2026-03-04,11890203,Naas,I,H,0,22,23033724,1.67,1,0,308883,71892
2026-03-04,11890203,Naas,I,H,0,22,35025515,6.00,2,21,303255,285435
2026-03-04,11890203,Naas,I,H,0,22,29622544,9.50,3,2.5,266772,163305
2026-03-04,11890203,Naas,I,H,0,22,9593409,9.00,4,2.25,248040,115614
2026-03-04,11890203,Naas,I,H,0,22,23643277,7.50,5,18,266196,160524
2026-03-04,11890203,Naas,I,H,0,22,29621823,26.00,6,30,297768,355860
2026-03-04,11861759,Catterick,G,H,5,25.5,26795958,9.50,1,0,276906,252576
2026-03-04,11861759,Catterick,G,H,5,25.5,40687493,5.50,2,2,304500,36486
2026-03-04,11861759,Catterick,G,H,5,25.5,34457038,1.83,3,12,262584,383553
2026-03-04,11861759,Catterick,G,H,5,25.5,29522997,23.00,4,0.3,244227,45180
2026-03-04,11861759,Catterick,G,H,5,25.5,34153343,8.00,5,.75,305583,91368
2026-03-04,11861759,Catterick,G,H,5,25.5,38417176,12.00,6,2.75,304521,76545
2026-03-04,11861759,Catterick,G,H,5,25.5,50906261,10.00,7,17,276252,355338
2026-03-04,11861759,Catterick,G,H,5,25.5,16762613,151.00,PU,-,271551,381915
2026-03-04,11864255,Southwell,G,F,6,8,55916203,2.88,1,0,287445,283149
2026-03-04,11864255,Southwell,G,F,6,8,49142709,3.50,2,1.25,302349,330048
2026-03-04,11864255,Southwell,G,F,6,8,49143521,8.50,3,.75,301491,40860
2026-03-04,11864255,Southwell,G,F,6,8,53994010,7.00,4,.75,282474,112185
2026-03-04,11864255,Southwell,G,F,6,8,52451973,5.00,5,0.3,230616,81027
2026-03-04,11864255,Southwell,G,F,6,8,56494725,34.00,6,6.5,281652,256599
2026-03-04,11864255,Southwell,G,F,6,8,51273089,34.00,7,.5,257346,291465
2026-03-04,11864255,Southwell,G,F,6,8,55634138,126.00,8,.5,243498,256599
2026-03-04,11890190,Naas,I,H,0,16,59247013,13.00,1,0,26976,343980
2026-03-04,11890190,Naas,I,H,0,16,412712118,7.00,2,3.5,272205,74322
2026-03-04,11890190,Naas,I,H,0,16,27068769,4.50,3,1.5,290304,122130
2026-03-04,11890190,Naas,I,H,0,16,53539717,51.00,4,1.25,293733,70902
2026-03-04,11890190,Naas,I,H,0,16,33374992,4.00,5,7,307095,259740
2026-03-04,11890190,Naas,I,H,0,16,14039368,51.00,6,0.3,275271,190116
2026-03-04,11890190,Naas,I,H,0,16,47621049,17.00,7,1,295554,193959
2026-03-04,11890190,Naas,I,H,0,16,39978204,23.00,8,1.25,309894,74304
2026-03-04,11890190,Naas,I,H,0,16,59058517,13.00,9,.75,279411,343980
2026-03-04,11890190,Naas,I,H,0,16,58745932,41.00,10,.75,302346,216657
2026-03-04,11890190,Naas,I,H,0,16,47345158,8.50,11,0.05,302484,161460
2026-03-04,11890190,Naas,I,H,0,16,40393444,15.00,12,4,275934,122130
2026-03-04,11890190,Naas,I,H,0,16,59247006,67.00,13,.5,273744,190071
2026-03-04,11890190,Naas,I,H,0,16,53328317,26.00,14,13,262572,108468
2026-03-04,11890190,Naas,I,H,0,16,52897285,101.00,15,15,304512,190062
2026-03-04,11890190,Naas,I,H,0,16,38002349,8.50,16,28,295719,98325
2026-03-04,11890190,Naas,I,H,0,16,40592181,19.00,PU,-,266772,192114
2026-03-04,11861746,Catterick,G,C,5,15.5,29327130,4.00,1,0,244227,40239
2026-03-04,11861746,Catterick,G,C,5,15.5,41782307,1.50,2,5.5,304500,179694
2026-03-04,11861746,Catterick,G,C,5,15.5,29212890,29.00,3,16,293565,96192
2026-03-04,11861746,Catterick,G,C,5,15.5,32780251,7.50,4,15,247455,82629
2026-03-04,11861746,Catterick,G,C,5,15.5,23836862,26.00,PU,-,313368,91098
2026-03-04,11891425,Southwell,G,F,6,8,25121250,2.10,1,0,283989,354483
2026-03-04,11891425,Southwell,G,F,6,8,35149527,4.00,2,1.5,270729,99117
2026-03-04,11891425,Southwell,G,F,6,8,42163268,4.50,3,0.3,301080,355509
2026-03-04,11891425,Southwell,G,F,6,8,23425759,9.00,4,5,250764,234891
2026-03-04,11891425,Southwell,G,F,6,8,19959282,13.00,5,6,302091,190674
2026-03-04,11891425,Southwell,G,F,6,8,42943747,101.00,6,6,257346,345096
2026-03-04,11891425,Southwell,G,F,6,8,36878716,151.00,7,29,301131,131157
2026-03-04,11890177,Naas,I,H,0,16,51091068,8.50,1,0,289173,11241
2026-03-04,11890177,Naas,I,H,0,16,50433103,11.00,2,6,307062,163305
2026-03-04,11890177,Naas,I,H,0,16,51186009,3.00,3,5,283509,163305
2026-03-04,11890177,Naas,I,H,0,16,50906058,3.50,4,2,277005,227025
2026-03-04,11890177,Naas,I,H,0,16,25122195,34.00,5,3,272205,227025
2026-03-04,11890177,Naas,I,H,0,16,34153504,3.75,6,7,294678,370044
2026-03-04,11890177,Naas,I,H,0,16,46233712,151.00,7,13,26976,325656
2026-03-04,11861733,Catterick,G,H,4,15.5,40553849,5.00,1,0,289365,372456
2026-03-04,11861733,Catterick,G,H,4,15.5,46483129,1.73,2,15,279558,65637
2026-03-04,11861733,Catterick,G,H,4,15.5,44450553,81.00,3,1,303561,45180
2026-03-04,11861733,Catterick,G,H,4,15.5,52677219,5.50,4,5,266721,187326
2026-03-04,11861733,Catterick,G,H,4,15.5,52772237,17.00,5,7,249876,354717
2026-03-04,11861733,Catterick,G,H,4,15.5,56778393,7.50,6,12,294411,142542
2026-03-04,11861733,Catterick,G,H,4,15.5,47377519,81.00,7,6.5,272130,309285
2026-03-04,11861733,Catterick,G,H,4,15.5,50874999,501.00,8,32,238497,36486
2026-03-04,11864242,Southwell,G,F,6,8,29353863,6.00,1,0,278322,374697
2026-03-04,11864242,Southwell,G,F,6,8,32443656,4.33,2,2.25,257346,346887
2026-03-04,11864242,Southwell,G,F,6,8,30441033,2.62,3,0.05,238113,384678
2026-03-04,11864242,Southwell,G,F,6,8,33051291,8.50,4,0.2,42996,139041
2026-03-04,11864242,Southwell,G,F,6,8,22513603,19.00,5,1,278196,52533
2026-03-04,11864242,Southwell,G,F,6,8,35528689,7.00,6,.75,307578,87426
2026-03-04,11864242,Southwell,G,F,6,8,10957128,19.00,7,3.25,299172,271890
2026-03-04,11864242,Southwell,G,F,6,8,32030670,101.00,8,2.25,250764,234891
2026-03-04,11864242,Southwell,G,F,6,8,21725396,29.00,9,8.5,282474,112185
2026-03-04,11890164,Naas,I,H,0,16,34268612,1.29,1,0,259506,13275
